"car_id","url","manufacturer","model","badge","year","price","currency","main_image","location","fuel_type","seller_type","seller_id","images","vehicle_description","powerplant_type","cost_to_insure","engine","dealer_info","year_num"
"OAG-AD-23794566","https://www.carsales.com.au/cars/details/2024-nissan-qashqai-ti-j12-auto-my24/OAG-AD-23794566/","nissan","Nissan","QASHQAI Ti J12 Auto MY24","2024",45888,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/5fc25be7081296d48a26d49318c77a02.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","NSW","Petrol","dealer","AGC-SELLER-63537","[""https://carsales.pxcrush.net/carsales/car/dealer/5fc25be7081296d48a26d49318c77a02.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/0ac7350f17cd6d203fdf83e080f39d72.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/728d2f22850b64c7c9219ed99bf348c1.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/83c040a7b2ba3762033623b64add128d.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/40944346f12e5574e1f29ecb5acff71d.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2024 Nissan QASHQAI Ti J12 Auto MY24","4cyl 1.3L T Petrol",,"4cyl 1.3L T Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2024
"OAG-AD-24259677","https://www.carsales.com.au/cars/details/2023-volkswagen-t-roc-110tsi-style-d11-auto-my23/OAG-AD-24259677/","volkswagen","Volkswagen","T-Roc 110TSI Style D11 Auto MY23","2023",30368,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/73z3yqm59erbk68r4wdb0guqo.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","WA","Petrol","dealer","AGC-SELLER-10934","[""https://carsales.pxcrush.net/carsales/car/dealer/73z3yqm59erbk68r4wdb0guqo.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/eno64i5o2vxgz3ufbu8spq494.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/1rkopny11uc28ww965vwl1hp7.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/eb4201effc0172be145dc1255d2ae36f.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/hq3v5vdbdaet9o903stkawro.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2023 Volkswagen T-Roc 110TSI Style D11 Auto MY23","4cyl 1.4L T Petrol",,"4cyl 1.4L T Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2023
"OAG-AD-24335137","https://www.carsales.com.au/cars/details/2015-nissan-patrol-st-y61-manual-4x4/OAG-AD-24335137/","nissan","Nissan","Patrol ST Y61 Manual 4x4","2015",37990,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/cblng448ia43xl7ivo2wewbkq.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","WA","Diesel","dealer","AGC-SELLER-57751","[""https://carsales.pxcrush.net/carsales/cars/dealer/cblng448ia43xl7ivo2wewbkq.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/chxbu94y0xfzwu5ow4ctwmweq.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/6gof5yt8g6up0wm6suozzhsep.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/ducxgwjj61m4mjid2p9pf5211.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/3vchf7a331ko1vw5gnjmofp8a.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2015 Nissan Patrol ST Y61 Manual 4x4","4cyl 3.0L T Diesel",,"4cyl 3.0L T Diesel","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2015
"SSE-AD-18849129","https://www.carsales.com.au/cars/details/2008-mazda-6-classic-gh-series-1-auto/SSE-AD-18849129/","mazda","Mazda","6 Classic GH Series 1 Auto","2008",5000,"AUD","https://carsales.pxcrush.net/carsales/cars/private/ayy6ppkz823z7nqcsdyqqfvr8.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","VIC","Petrol","private","SSE-SELLER-18849129","[""https://carsales.pxcrush.net/carsales/cars/private/ayy6ppkz823z7nqcsdyqqfvr8.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/7ign1vnr011zrfgamv5c5mjgz.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/30sobm4v2lqlw7p6bnpyz2qc0.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/88lt8qkcbzo3d1zyrr7cz0igw.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/dh90f94sjodu0xgn3xk8nf5h0.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2008 Mazda 6 Classic GH Series 1 Auto","4cyl 2.5L Petrol",,"4cyl 2.5L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2008
"OAG-AD-23746608","https://www.carsales.com.au/cars/details/2024-hyundai-tucson-elite-auto-2wd-my25/OAG-AD-23746608/?gts=OAG-AD-23746608&gtsSaleId=OAG-AD-23746608&gtsViewType=showcase&rankingType=showcase","hyundai","Hyundai","Tucson Elite Auto 2WD MY25","2024",48297,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/6ya2xx3o64ir69d7zdhnyv8hn.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","QLD","Petrol","dealer","AGC-SELLER-61431","[""https://carsales.pxcrush.net/carsales/cars/dealer/6ya2xx3o64ir69d7zdhnyv8hn.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/5eukuowxnqruwi5rgefbe013k.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/3y788vyzcz5l3q02m7p6g0o4a.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/cl6c9h16yjtfokhhincjpf9k.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/atexq2q73gdgy2d9230pf2tkb.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2024 Hyundai Tucson Elite Auto 2WD MY25","4cyl 2.0L Petrol",,"4cyl 2.0L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2024
"OAG-AD-24047286","https://www.carsales.com.au/cars/details/2014-mazda-bt-50-xtr-up-auto-4x4-dual-cab/OAG-AD-24047286/","mazda","Mazda","BT-50 XTR UP Auto 4x4 Dual Cab","2014",14750,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/e89bbd7ad70987031bb6d46399c0494c.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","NSW","Diesel","dealer","AGC-SELLER-29910","[""https://carsales.pxcrush.net/carsales/car/dealer/e89bbd7ad70987031bb6d46399c0494c.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/1ma7hka5y7j8l6b4aphvjcelt.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/502241f767be5bc67b2b297dd25f4916.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/f3e146e676ec0df41549fd866a45f249.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/e060d2deabb870607f66f132079989b4.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2014 Mazda BT-50 XTR UP Auto 4x4 Dual Cab","5cyl 3.2L T Diesel",,"5cyl 3.2L T Diesel","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2014
"SSE-AD-18810587","https://www.carsales.com.au/cars/details/2006-nissan-patrol-st-gu-iv-manual-4x4-my05/SSE-AD-18810587/","nissan","Nissan","Patrol ST GU IV Manual 4x4 MY05","2006",18000,"AUD","https://carsales.pxcrush.net/carsales/cars/private/5jgvhg397ni4sno9aa5up5f87.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","NSW","Diesel","private","SSE-SELLER-18810587","[""https://carsales.pxcrush.net/carsales/cars/private/5jgvhg397ni4sno9aa5up5f87.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/9jlx0hdf25alt664j3nu8xtxj.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/d8v0e5jhwe4i3bpqqzfn97pv4.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/88yz3z1tlkheh1hkwul6hn44c.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/4zisf2brd7repydxqnh98kou0.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2006 Nissan Patrol ST GU IV Manual 4x4 MY05","6cyl 4.2L T Diesel",,"6cyl 4.2L T Diesel","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2006
"OAG-AD-24318311","https://www.carsales.com.au/cars/details/2025-ford-ranger-wildtrak-auto-fulltime-4wd-dr-my25-25-double-cab/OAG-AD-24318311/","ford","Ford","Ranger Wildtrak Auto FullTime 4WD DR MY25.25 Double Cab","2025",74880,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/5pcxhlgejbomq2c38xytbe7vi.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","WA","Diesel","dealer","AGC-SELLER-14837","[""https://carsales.pxcrush.net/carsales/cars/dealer/5pcxhlgejbomq2c38xytbe7vi.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/doy9tkaz2csm102qh8ay9xnd3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/cwb8su84kdu58mtudrzg2b5vf.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/72h0uphb9ftwr82lxd9mzc0wy.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/etucbi60thzz1gbirvts3w3eu.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2025 Ford Ranger Wildtrak Auto FullTime 4WD DR MY25.25 Double Cab","6cyl 3.0L T Diesel",,"6cyl 3.0L T Diesel","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2025
"OAG-AD-24437977","https://www.carsales.com.au/cars/details/2020-nissan-x-trail-st-t32-series-iii-auto-2wd-my20/OAG-AD-24437977/","Nissan","X-TRAIL","X-TRAIL ST T32 Series III Auto 2WD MY20","2020",21888,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/52rzlq0fsg4yc2fc4d1yg2jzg.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","WA","Petrol","dealer","AGC-SELLER-56608","[""https://carsales.pxcrush.net/carsales/car/dealer/52rzlq0fsg4yc2fc4d1yg2jzg.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/84px06iz7fjghoutgjn4jiypv.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/dnsgqyju7c1162hl8hjxon8l3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/a6bfff4a844fb9ffa87bc9c4d696c8fa.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/7hlbxgg1scmv7xwiqvvjzq0pw.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2020 Nissan X-TRAIL ST T32 Series III Auto 2WD MY20","4cyl 2.5L Petrol",,"4cyl 2.5L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2020
"SSE-AD-18966537","https://www.carsales.com.au/cars/details/2009-toyota-rav4-cruiser-auto-4x4-my09/SSE-AD-18966537/","Toyota","RAV4","RAV4 Cruiser Auto 4x4 MY09","2009",9500,"AUD","https://carsales.pxcrush.net/carsales/cars/private/8gbykoyyxxahe03cqugj110gs.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","QLD","Petrol","private","SSE-SELLER-18966537","[""https://carsales.pxcrush.net/carsales/cars/private/8gbykoyyxxahe03cqugj110gs.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/3h8jv8fiol4s077bwg2d3pjry.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/7ueu7ho68m1j42m4o5pqjxcr3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/c3mtup9trc0uu5r1f46z6d0bf.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2009 Toyota RAV4 Cruiser Auto 4x4 MY09","4cyl 2.4L Petrol",,"4cyl 2.4L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2009
"OAG-AD-24548038","https://www.carsales.com.au/cars/details/2025-nissan-x-trail-st-l-e-power-t33-auto-e-4orce-my25/OAG-AD-24548038/","Nissan","X-TRAIL","X-TRAIL ST-L e-POWER T33 Auto e-4ORCE MY25","2025",48881,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/fc7b88989a08ac95670ee47a4ef52985.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","WA","Hybrid","dealer","AGC-SELLER-29026","[""https://carsales.pxcrush.net/carsales/car/dealer/fc7b88989a08ac95670ee47a4ef52985.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/0ef47bbcbedabdf7b828f6eb3d89f55c.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/5de8e9f5650abb0d634aa32337a442c5.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/83b00ffd2cf5fdb44827e0fec5cffd86.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/423ef237738baaa8c46bee3d5c19426d.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2025 Nissan X-TRAIL ST-L e-POWER T33 Auto e-4ORCE MY25","3cyl 1.5L T Hybrid",,"3cyl 1.5L T Hybrid","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2025
"OAG-AD-24362961","https://www.carsales.com.au/cars/details/2018-hyundai-accent-sport-auto-my18/OAG-AD-24362961/","Hyundai","Accent","Accent Sport Auto MY18","2018",13999,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/du6mad77ajhrwexe6coiyv2bc.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","QLD","Petrol","dealer","AGC-SELLER-54519","[""https://carsales.pxcrush.net/carsales/cars/dealer/du6mad77ajhrwexe6coiyv2bc.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/h50ywypx0oba2qrvszlh7kgw.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/a5ef9dtm5apur6zj3s0uvtqpf.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/6tbguklm7le3ikj0fg7pwg60f.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/8modubapqplld6u5dlnn3gdys.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2018 Hyundai Accent Sport Auto MY18","4cyl 1.6L Petrol",,"4cyl 1.6L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2018
"OAG-AD-24357939","https://www.carsales.com.au/cars/details/2023-gwm-haval-h6gt-ultra-auto-4wd/OAG-AD-24357939/","GWM","Haval H6GT","Haval H6GT Ultra Auto 4WD","2023",38990,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/9ufxh40obzirz57stxbehefnw.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","QLD","Petrol","dealer","AGC-SELLER-63374","[""https://carsales.pxcrush.net/carsales/car/dealer/9ufxh40obzirz57stxbehefnw.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/dvsivrhkyrw94dn0oe9dh8158.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2023 GWM Haval H6GT Ultra Auto 4WD","4cyl 2.0L T Petrol",,"4cyl 2.0L T Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2023
"OAG-AD-24397005","https://www.carsales.com.au/cars/details/2014-hyundai-i20-active-auto-my15/OAG-AD-24397005/","Hyundai","i20","i20 Active Auto MY15","2014",13995,"AUD","https://carsales.pxcrush.net/carsales/car/dealer/2tljot3aqjc1wbgqd4gtzakld.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","NSW","Petrol","dealer","AGC-SELLER-57370","[""https://carsales.pxcrush.net/carsales/car/dealer/2tljot3aqjc1wbgqd4gtzakld.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/5akrcn6t0aypil3m5zhmj714v.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/23wva7hyic2ts00txi4n615c1.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/emci6z1xqbrjmben3gb7nkmyh.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/car/dealer/7c4eb0e1a7a267c8b19c652e43f2aadc.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2014 Hyundai i20 Active Auto MY15","4cyl 1.4L Petrol",,"4cyl 1.4L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2014
"SSE-AD-18527620","https://www.carsales.com.au/cars/details/2018-volkswagen-arteon-206tsi-r-line-3h-auto-4motion-my18/SSE-AD-18527620/","Volkswagen","Arteon","Arteon 206TSI R-Line 3H Auto 4MOTION MY18","2018",28500,"AUD","https://carsales.pxcrush.net/carsales/cars/private/7ocm7wq0g9dug6wr36t1knl49.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","QLD","Petrol","private","SSE-SELLER-18527620","[""https://carsales.pxcrush.net/carsales/cars/private/7ocm7wq0g9dug6wr36t1knl49.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/d7nvbe1lehdioafs1q2wq3q6a.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/89igqa39jiv8flj2q76glgu1a.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/18wnlo2l9vbxnkmc2xduxpi8e.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/private/3d3i9bbxnh2pjfdwpragp3fi8.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2018 Volkswagen Arteon 206TSI R-Line 3H Auto 4MOTION MY18","4cyl 2.0L T Petrol",,"4cyl 2.0L T Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2018
"OAG-AD-23833013","https://www.carsales.com.au/cars/details/2023-mg-zs-ev-excite-auto-my23/OAG-AD-23833013/","MG","ZS EV","ZS EV Excite Auto MY23","2023",33990,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/ctw005jnaedqlws0ij6ipfzn3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","VIC",,"dealer","AGC-SELLER-52508","[""https://carsales.pxcrush.net/carsales/cars/dealer/ctw005jnaedqlws0ij6ipfzn3.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/7t0tw3lwux2cgc4ogjr46vu5w.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/477ctszsy0fbqdpiu19hq1to6.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/2bhuxokj249kp1isghhbgdoqt.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/abekf00bo52olzn3if9x7lbjs.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2023 MG ZS EV Excite Auto MY23",,,,"{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2023
"OAG-AD-24589512","https://www.carsales.com.au/cars/details/2020-mazda-cx-5-gt-kf-series-auto-i-activ-awd/OAG-AD-24589512/","Mazda","CX-5","CX-5 GT KF Series Auto i-ACTIV AWD","2020",31517,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/cmow7dm5kmdxoprcl6kdwczyp.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","SA","Petrol","dealer","AGC-SELLER-16311","[""https://carsales.pxcrush.net/carsales/cars/dealer/cmow7dm5kmdxoprcl6kdwczyp.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/7dg9w1z7snvo686odfm6ib4zi.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/9ysmwqkhhzis2li0439i4y7s5.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/2tx45osvroj6koit2nwlkovvz.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/aejofhiunhtl58xcjbhrs5qk7.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2020 Mazda CX-5 GT KF Series Auto i-ACTIV AWD","4cyl 2.5L Petrol",,"4cyl 2.5L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2020
"OAG-AD-24528360","https://www.carsales.com.au/cars/details/2023-suzuki-swift-gl-plus-auto/OAG-AD-24528360/","Suzuki","Swift","Swift GL Plus Auto","2023",21790,"AUD","https://carsales.pxcrush.net/carsales/cars/dealer/68i3t3ful7vs8y2aze06g6byo.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","VIC","Petrol","dealer","AGC-SELLER-12224","[""https://carsales.pxcrush.net/carsales/cars/dealer/68i3t3ful7vs8y2aze06g6byo.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/a6e980aozqkx2zqxutwgrita2.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/e76q0casfbaegiqvfzmhtyfqh.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/bzlpqjszvxu8n2yvhn99jmyzl.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480"",""https://carsales.pxcrush.net/carsales/cars/dealer/6msazq6b16ppzaoj4bsvqk25z.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480""]","2023 Suzuki Swift GL Plus Auto","4cyl 1.2L Petrol",,"4cyl 1.2L Petrol","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2023
"OAG-AD-24537949","https://www.carsales.com.au/cars/details/2011-mercedes-benz-vito-111cdi-extra-long-manual-my10/OAG-AD-24537949/","Mercedes-Benz","Vito","2011 Mercedes-Benz Vito 111CDI Extra Long Manual MY10","2011",15988,"AUD","https://carsales.pxcrush.net/placeholder","VIC","Diesel","dealer","AGC-SELLER-50977","[""https://carsales.pxcrush.net/placeholder""]","2011 Mercedes-Benz Vito 111CDI Extra Long Manual MY10","4cyl 2.1L T Diesel",,"4cyl 2.1L T Diesel","{""current_ad_listings"":null,""location"":null,""member_since"":null,""num_of_reviews"":null,""phone_number"":null,""rating"":null,""website"":null}",2011
